iShares Core S&P 500 ETF
Fund Holdings as of,"May 08, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"995,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LKQ","LKQ CORP","Consumer Discretionary","Equity","122,000,751.99","0.02","122,000,751.99","3,047,733.00","40.03","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","121,699,031.85","0.02","121,699,031.85","8,195,221.00","14.85","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","120,099,516.00","0.02","120,099,516.00","3,724,016.00","32.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","119,908,991.40","0.02","119,908,991.40","1,801,788.00","66.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","119,673,381.75","0.02","119,673,381.75","665,925.00","179.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","119,509,217.21","0.02","119,509,217.21","1,566,923.00","76.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","119,395,547.64","0.02","119,395,547.64","984,868.00","121.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","117,741,020.17","0.02","117,741,020.17","468,211.00","251.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","117,177,474.57","0.02","117,177,474.57","601,311.00","194.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","112,531,738.11","0.02","112,531,738.11","1,884,007.00","59.73","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","111,741,055.10","0.02","111,741,055.10","1,806,646.00","61.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","110,226,134.04","0.02","110,226,134.04","4,367,121.00","25.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","109,673,350.56","0.02","109,673,350.56","2,021,256.00","54.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","108,651,640.98","0.02","108,651,640.98","1,862,706.00","58.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","108,364,293.00","0.02","108,364,293.00","1,705,450.00","63.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","108,070,928.28","0.02","108,070,928.28","1,621,956.00","66.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","106,865,113.65","0.02","106,865,113.65","458,747.00","232.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","104,939,077.11","0.02","104,939,077.11","292,399.00","358.89","United States","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","104,496,082.15","0.02","104,496,082.15","1,349,207.00","77.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","100,657,865.71","0.02","100,657,865.71","1,461,139.00","68.89","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","100,325,674.61","0.02","100,325,674.61","3,413,599.00","29.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","99,896,498.24","0.02","99,896,498.24","441,551.00","226.24","United States","NASDAQ","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","96,765,560.90","0.02","96,765,560.90","3,969,055.00","24.38","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","94,948,508.18","0.02","94,948,508.18","1,536,881.00","61.78","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","94,087,142.31","0.02","94,087,142.31","1,383,431.00","68.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","93,955,749.84","0.02","93,955,749.84","8,418,974.00","11.16","United States","NASDAQ","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","92,240,738.64","0.02","92,240,738.64","5,158,878.00","17.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","92,193,356.48","0.02","92,193,356.48","1,852,016.00","49.78","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","90,865,814.20","0.02","90,865,814.20","1,049,380.00","86.59","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","90,167,745.06","0.02","90,167,745.06","8,333,433.00","10.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","86,059,000.00","0.02","86,059,000.00","86,059,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","86,028,972.63","0.02","86,028,972.63","903,381.00","95.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","86,030,107.56","0.02","86,030,107.56","1,671,786.00","51.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","84,748,995.36","0.02","84,748,995.36","599,526.00","141.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","84,383,576.04","0.01","84,383,576.04","699,756.00","120.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","84,420,992.76","0.01","84,420,992.76","2,620,956.00","32.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","82,181,972.40","0.01","82,181,972.40","2,309,780.00","35.58","United States","NASDAQ","USD","1.00","USD","-"
"PARA","PARAMOUNT GLOBAL CLASS B","Communication","Equity","81,602,074.72","0.01","81,602,074.72","6,986,479.00","11.68","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","80,863,960.93","0.01","80,863,960.93","2,943,719.00","27.47","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","79,170,011.52","0.01","79,170,011.52","1,378,308.00","57.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","77,413,457.50","0.01","77,413,457.50","5,248,370.00","14.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","76,121,283.60","0.01","76,121,283.60","1,551,912.00","49.05","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","75,825,047.92","0.01","75,825,047.92","3,638,438.00","20.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","74,241,043.08","0.01","74,241,043.08","2,135,204.00","34.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","74,036,381.58","0.01","74,036,381.58","515,466.00","143.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","72,558,271.68","0.01","72,558,271.68","1,545,108.00","46.96","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","70,099,672.02","0.01","70,099,672.02","4,332,489.00","16.18","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","69,327,118.19","0.01","69,327,118.19","2,491,093.00","27.83","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","64,488,558.74","0.01","64,488,558.74","613,534.00","105.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","42,484,650.00","0.01","42,484,650.00","1,307,220.00","32.50","United States","NASDAQ","USD","1.00","USD","-"
"ESM5","S&P500 EMINI JUN 25","Cash and/or Derivatives","Futures","0.00","0.00","1,012,977,900.00","3,564.00","5,684.50","-","Index And Options Market","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
